cell,strategy,entries,trailing_open,trailing_close,trail_after_stage,sl_multiplier,final_target,activation_delay,max_hold,jan_net,jan_dd,jan_edge,jan_oos,jan_signals,pass_dd40,pass_dd50
vcal_e7_to05_tc15_s2_slm15_TP3_ad2_mh300,VIC,7,0.5,1.5,2,1.5,TP3,2,300,1238684.02,12.27,26117.25,1208.21,1319,True,True
vcal_e8_to05_tc05_s2_slm15_TP2_ad0_mh90,VIC,8,0.5,0.5,2,1.5,TP2,0,90,809601.92,12.0,26071.51,1665.3,1319,True,True
vcal_e8_to05_tc15_s2_slm15_TP2_ad0_mh90,VIC,8,0.5,1.5,2,1.5,TP2,0,90,809601.92,12.0,26071.51,1665.3,1319,True,True
vcal_e8_to05_tc05_s2_slm17_TP2_ad2_mh90,VIC,8,0.5,0.5,2,1.7,TP2,2,90,570913.41,11.96,26051.44,1498.88,1319,True,True
vcal_e8_to05_tc15_s2_slm17_TP2_ad2_mh90,VIC,8,0.5,1.5,2,1.7,TP2,2,90,570913.41,11.96,26051.44,1498.88,1319,True,True
vcal_e8_to05_tc05_s2_slm17_TP2_ad1_mh300,VIC,8,0.5,0.5,2,1.7,TP2,1,300,559113.06,12.17,26018.77,1224.14,1319,True,True
vcal_e8_to05_tc15_s2_slm17_TP2_ad1_mh300,VIC,8,0.5,1.5,2,1.7,TP2,1,300,559113.06,12.17,26018.77,1224.14,1319,True,True
vcal_e7_to05_tc15_s2_slm15_TP3_ad1_mh150,VIC,7,0.5,1.5,2,1.5,TP3,1,150,1283190.57,12.25,25964.13,1275.59,1319,True,True
vcal_e7_to05_tc15_s2_slm15_TP3_ad1_mh90,VIC,7,0.5,1.5,2,1.5,TP3,1,90,1280856.11,12.18,25952.87,1399.62,1319,True,True
vcal_e8_to05_tc05_s2_slm17_TP2_ad2_mh150,VIC,8,0.5,0.5,2,1.7,TP2,2,150,558721.17,12.21,25922.41,1317.45,1319,True,True
vcal_e8_to05_tc15_s2_slm17_TP2_ad2_mh150,VIC,8,0.5,1.5,2,1.7,TP2,2,150,558721.17,12.21,25922.41,1317.45,1319,True,True
vcal_e7_to05_tc05_s2_slm17_TP3_ad0_mh60,VIC,7,0.5,0.5,2,1.7,TP3,0,60,793260.73,11.91,25919.36,1564.35,1319,True,True
vcal_e8_to05_tc05_s2_slm15_TP2_ad0_mh240,VIC,8,0.5,0.5,2,1.5,TP2,0,240,775944.97,12.11,25863.73,1512.45,1319,True,True
vcal_e8_to05_tc15_s2_slm15_TP2_ad0_mh240,VIC,8,0.5,1.5,2,1.5,TP2,0,240,775944.97,12.11,25863.73,1512.45,1319,True,True
vcal_e7_to05_tc15_s2_slm15_TP3_ad2_mh150,VIC,7,0.5,1.5,2,1.5,TP3,2,150,1232110.79,12.33,25827.78,1284.64,1319,True,True
vcal_e8_to05_tc05_s2_slm17_TP2_ad2_mh300,VIC,8,0.5,0.5,2,1.7,TP2,2,300,543260.63,12.59,25735.73,1223.64,1319,True,True
vcal_e8_to05_tc15_s2_slm17_TP2_ad2_mh300,VIC,8,0.5,1.5,2,1.7,TP2,2,300,543260.63,12.59,25735.73,1223.64,1319,True,True
vcal_e8_to05_tc05_s2_slm15_TP2_ad1_mh90,VIC,8,0.5,0.5,2,1.5,TP2,1,90,771366.58,11.97,25570.08,1513.48,1319,True,True
vcal_e8_to05_tc15_s2_slm15_TP2_ad1_mh90,VIC,8,0.5,1.5,2,1.5,TP2,1,90,771366.58,11.97,25570.08,1513.48,1319,True,True
vcal_e7_to05_tc15_s2_slm15_TP3_ad2_mh90,VIC,7,0.5,1.5,2,1.5,TP3,2,90,1193020.57,12.13,25529.42,1402.84,1319,True,True
vcal_e7_to05_tc05_s2_slm17_TP3_ad1_mh60,VIC,7,0.5,0.5,2,1.7,TP3,1,60,758252.96,11.91,25494.55,1440.91,1319,True,True
vcal_e8_to05_tc05_s2_slm15_TP2_ad0_mh150,VIC,8,0.5,0.5,2,1.5,TP2,0,150,757407.99,12.14,25444.23,1398.35,1319,True,True
vcal_e8_to05_tc15_s2_slm15_TP2_ad0_mh150,VIC,8,0.5,1.5,2,1.5,TP2,0,150,757407.99,12.14,25444.23,1398.35,1319,True,True
vcal_e8_to05_tc05_s2_slm15_TP2_ad1_mh240,VIC,8,0.5,0.5,2,1.5,TP2,1,240,741697.05,12.13,25397.67,1361.78,1319,True,True
vcal_e8_to05_tc15_s2_slm15_TP2_ad1_mh240,VIC,8,0.5,1.5,2,1.5,TP2,1,240,741697.05,12.13,25397.67,1361.78,1319,True,True
vcal_e7_to05_tc05_s2_slm17_TP3_ad2_mh60,VIC,7,0.5,0.5,2,1.7,TP3,2,60,726105.38,11.93,25273.46,1426.15,1319,True,True
vcal_e8_to05_tc05_s2_slm15_TP2_ad2_mh90,VIC,8,0.5,0.5,2,1.5,TP2,2,90,741333.96,11.91,25118.2,1516.51,1319,True,True
vcal_e8_to05_tc15_s2_slm15_TP2_ad2_mh90,VIC,8,0.5,1.5,2,1.5,TP2,2,90,741333.96,11.91,25118.2,1516.51,1319,True,True
vcal_e8_to05_tc05_s2_slm15_TP2_ad2_mh240,VIC,8,0.5,0.5,2,1.5,TP2,2,240,707323.44,12.15,25092.86,1366.64,1319,True,True
vcal_e8_to05_tc15_s2_slm15_TP2_ad2_mh240,VIC,8,0.5,1.5,2,1.5,TP2,2,240,707323.44,12.15,25092.86,1366.64,1319,True,True
vcal_e7_to05_tc05_s2_slm15_TP3_ad0_mh60,VIC,7,0.5,0.5,2,1.5,TP3,0,60,1051347.13,11.97,25043.15,1553.45,1319,True,True
vcal_e7_to05_tc15_s2_slm17_TP3_ad0_mh60,VIC,7,0.5,1.5,2,1.7,TP3,0,60,693748.39,11.95,24903.5,1523.65,1319,True,True
vcal_e8_to05_tc05_s2_slm15_TP2_ad0_mh300,VIC,8,0.5,0.5,2,1.5,TP2,0,300,695595.45,12.12,24778.45,1334.89,1319,True,True
vcal_e8_to05_tc15_s2_slm15_TP2_ad0_mh300,VIC,8,0.5,1.5,2,1.5,TP2,0,300,695595.45,12.12,24778.45,1334.89,1319,True,True
vcal_e8_to05_tc05_s2_slm15_TP2_ad1_mh150,VIC,8,0.5,0.5,2,1.5,TP2,1,150,708089.53,12.13,24715.88,1304.64,1319,True,True
vcal_e8_to05_tc15_s2_slm15_TP2_ad1_mh150,VIC,8,0.5,1.5,2,1.5,TP2,1,150,708089.53,12.13,24715.88,1304.64,1319,True,True
vcal_e8_to05_tc05_s2_slm17_TP2_ad0_mh60,VIC,8,0.5,0.5,2,1.7,TP2,0,60,451404.33,11.77,24631.54,1671.74,1319,True,True
vcal_e8_to05_tc15_s2_slm17_TP2_ad0_mh60,VIC,8,0.5,1.5,2,1.7,TP2,0,60,451404.33,11.77,24631.54,1671.74,1319,True,True
vcal_e8_to05_tc05_s2_slm15_TP2_ad2_mh150,VIC,8,0.5,0.5,2,1.5,TP2,2,150,674475.05,12.4,24551.82,1316.53,1319,True,True
vcal_e8_to05_tc15_s2_slm15_TP2_ad2_mh150,VIC,8,0.5,1.5,2,1.5,TP2,2,150,674475.05,12.4,24551.82,1316.53,1319,True,True
vcal_e7_to05_tc15_s2_slm17_TP3_ad1_mh60,VIC,7,0.5,1.5,2,1.7,TP3,1,60,661572.21,11.96,24491.69,1400.21,1319,True,True
vcal_e7_to05_tc05_s2_slm15_TP3_ad1_mh60,VIC,7,0.5,0.5,2,1.5,TP3,1,60,978163.2,11.88,24451.0,1435.63,1319,True,True
vcal_e7_to05_tc15_s2_slm17_TP3_ad2_mh60,VIC,7,0.5,1.5,2,1.7,TP3,2,60,635276.37,11.91,24282.6,1384.45,1319,True,True
vcal_e8_to05_tc05_s2_slm17_TP2_ad1_mh60,VIC,8,0.5,0.5,2,1.7,TP2,1,60,443059.17,11.75,24265.3,1527.78,1319,True,True
vcal_e8_to05_tc15_s2_slm17_TP2_ad1_mh60,VIC,8,0.5,1.5,2,1.7,TP2,1,60,443059.17,11.75,24265.3,1527.78,1319,True,True
vcal_e7_to05_tc05_s2_slm15_TP3_ad2_mh60,VIC,7,0.5,0.5,2,1.5,TP3,2,60,963086.41,11.92,24259.96,1420.87,1319,True,True
vcal_e8_to05_tc05_s2_slm15_TP2_ad1_mh300,VIC,8,0.5,0.5,2,1.5,TP2,1,300,659354.17,12.15,24250.11,1184.22,1319,True,True
vcal_e8_to05_tc15_s2_slm15_TP2_ad1_mh300,VIC,8,0.5,1.5,2,1.5,TP2,1,300,659354.17,12.15,24250.11,1184.22,1319,True,True
vcal_e7_to05_tc15_s2_slm15_TP3_ad0_mh60,VIC,7,0.5,1.5,2,1.5,TP3,0,60,938457.47,11.96,24053.9,1512.75,1319,True,True
vcal_e8_to05_tc05_s2_slm17_TP2_ad2_mh60,VIC,8,0.5,0.5,2,1.7,TP2,2,60,425583.7,11.74,24009.18,1508.43,1319,True,True
vcal_e8_to05_tc15_s2_slm17_TP2_ad2_mh60,VIC,8,0.5,1.5,2,1.7,TP2,2,60,425583.7,11.74,24009.18,1508.43,1319,True,True
vcal_e7_to05_tc05_s2_slm17_TP2_ad0_mh240,VIC,7,0.5,0.5,2,1.7,TP2,0,240,666190.69,12.26,23995.97,1364.0,1319,True,True
vcal_e7_to05_tc15_s2_slm17_TP2_ad0_mh240,VIC,7,0.5,1.5,2,1.7,TP2,0,240,666190.69,12.26,23995.97,1364.0,1319,True,True
vcal_e8_to05_tc05_s2_slm15_TP2_ad0_mh60,VIC,8,0.5,0.5,2,1.5,TP2,0,60,595862.18,11.74,23938.53,1650.74,1319,True,True
vcal_e8_to05_tc15_s2_slm15_TP2_ad0_mh60,VIC,8,0.5,1.5,2,1.5,TP2,0,60,595862.18,11.74,23938.53,1650.74,1319,True,True
vcal_e8_to05_tc05_s2_slm15_TP2_ad2_mh300,VIC,8,0.5,0.5,2,1.5,TP2,2,300,623733.7,13.41,23898.01,1183.72,1319,True,True
vcal_e8_to05_tc15_s2_slm15_TP2_ad2_mh300,VIC,8,0.5,1.5,2,1.5,TP2,2,300,623733.7,13.41,23898.01,1183.72,1319,True,True
vcal_e7_to05_tc05_s2_slm17_TP2_ad1_mh240,VIC,7,0.5,0.5,2,1.7,TP2,1,240,637569.57,12.3,23745.8,1211.8,1319,True,True
vcal_e7_to05_tc15_s2_slm17_TP2_ad1_mh240,VIC,7,0.5,1.5,2,1.7,TP2,1,240,637569.57,12.3,23745.8,1211.8,1319,True,True
vcal_e7_to05_tc05_s2_slm17_TP2_ad0_mh90,VIC,7,0.5,0.5,2,1.7,TP2,0,90,647401.15,12.15,23560.83,1430.86,1319,True,True
vcal_e7_to05_tc15_s2_slm17_TP2_ad0_mh90,VIC,7,0.5,1.5,2,1.7,TP2,0,90,647401.15,12.15,23560.83,1430.86,1319,True,True
vcal_e7_to05_tc05_s2_slm17_TP2_ad2_mh240,VIC,7,0.5,0.5,2,1.7,TP2,2,240,625176.91,12.3,23532.19,1216.66,1319,True,True
vcal_e7_to05_tc15_s2_slm17_TP2_ad2_mh240,VIC,7,0.5,1.5,2,1.7,TP2,2,240,625176.91,12.3,23532.19,1216.66,1319,True,True
vcal_e7_to05_tc15_s2_slm15_TP3_ad1_mh60,VIC,7,0.5,1.5,2,1.5,TP3,1,60,861057.72,11.91,23477.75,1394.93,1319,True,True
vcal_e7_to05_tc05_s2_slm17_TP2_ad0_mh150,VIC,7,0.5,0.5,2,1.7,TP2,0,150,642157.63,12.31,23439.9,1208.59,1319,True,True
vcal_e7_to05_tc15_s2_slm17_TP2_ad0_mh150,VIC,7,0.5,1.5,2,1.7,TP2,0,150,642157.63,12.31,23439.9,1208.59,1319,True,True
vcal_e8_to05_tc05_s2_slm15_TP2_ad1_mh60,VIC,8,0.5,0.5,2,1.5,TP2,1,60,562456.82,11.77,23435.64,1512.4,1319,True,True
vcal_e8_to05_tc15_s2_slm15_TP2_ad1_mh60,VIC,8,0.5,1.5,2,1.5,TP2,1,60,562456.82,11.77,23435.64,1512.4,1319,True,True
vcal_e7_to05_tc15_s2_slm15_TP3_ad2_mh60,VIC,7,0.5,1.5,2,1.5,TP3,2,60,825990.02,11.98,23298.71,1379.17,1319,True,True
vcal_e8_to05_tc05_s2_slm15_TP2_ad2_mh60,VIC,8,0.5,0.5,2,1.5,TP2,2,60,540858.77,11.73,23210.12,1493.05,1319,True,True
vcal_e8_to05_tc15_s2_slm15_TP2_ad2_mh60,VIC,8,0.5,1.5,2,1.5,TP2,2,60,540858.77,11.73,23210.12,1493.05,1319,True,True
vcal_e7_to05_tc05_s2_slm17_TP2_ad1_mh90,VIC,7,0.5,0.5,2,1.7,TP2,1,90,621713.05,12.12,23194.64,1292.42,1319,True,True
vcal_e7_to05_tc15_s2_slm17_TP2_ad1_mh90,VIC,7,0.5,1.5,2,1.7,TP2,1,90,621713.05,12.12,23194.64,1292.42,1319,True,True
vcal_e7_to05_tc05_s2_slm17_TP2_ad0_mh300,VIC,7,0.5,0.5,2,1.7,TP2,0,300,598735.39,12.27,23176.58,1232.99,1319,True,True
vcal_e7_to05_tc15_s2_slm17_TP2_ad0_mh300,VIC,7,0.5,1.5,2,1.7,TP2,0,300,598735.39,12.27,23176.58,1232.99,1319,True,True
vcal_e7_to05_tc05_s2_slm17_TP2_ad1_mh300,VIC,7,0.5,0.5,2,1.7,TP2,1,300,582366.58,12.3,22950.62,1080.79,1319,True,True
vcal_e7_to05_tc15_s2_slm17_TP2_ad1_mh300,VIC,7,0.5,1.5,2,1.7,TP2,1,300,582366.58,12.3,22950.62,1080.79,1319,True,True
vcal_e7_to05_tc05_s2_slm17_TP2_ad1_mh150,VIC,7,0.5,0.5,2,1.7,TP2,1,150,598924.31,12.24,22881.1,1114.2,1319,True,True
vcal_e7_to05_tc15_s2_slm17_TP2_ad1_mh150,VIC,7,0.5,1.5,2,1.7,TP2,1,150,598924.31,12.24,22881.1,1114.2,1319,True,True
vcal_e7_to05_tc05_s2_slm17_TP2_ad2_mh90,VIC,7,0.5,0.5,2,1.7,TP2,2,90,584675.9,12.13,22807.39,1295.64,1319,True,True
vcal_e7_to05_tc15_s2_slm17_TP2_ad2_mh90,VIC,7,0.5,1.5,2,1.7,TP2,2,90,584675.9,12.13,22807.39,1295.64,1319,True,True
vcal_e7_to05_tc05_s2_slm17_TP2_ad2_mh150,VIC,7,0.5,0.5,2,1.7,TP2,2,150,580009.51,12.49,22729.38,1126.73,1319,True,True
vcal_e7_to05_tc15_s2_slm17_TP2_ad2_mh150,VIC,7,0.5,1.5,2,1.7,TP2,2,150,580009.51,12.49,22729.38,1126.73,1319,True,True
vcal_e7_to05_tc05_s2_slm17_TP2_ad2_mh300,VIC,7,0.5,0.5,2,1.7,TP2,2,300,557976.49,12.33,22700.04,1080.29,1319,True,True
vcal_e7_to05_tc15_s2_slm17_TP2_ad2_mh300,VIC,7,0.5,1.5,2,1.7,TP2,2,300,557976.49,12.33,22700.04,1080.29,1319,True,True
vcal_e7_to05_tc05_s2_slm15_TP2_ad0_mh90,VIC,7,0.5,0.5,2,1.5,TP2,0,90,824021.76,12.09,22674.99,1432.39,1319,True,True
vcal_e7_to05_tc15_s2_slm15_TP2_ad0_mh90,VIC,7,0.5,1.5,2,1.5,TP2,0,90,824021.76,12.09,22674.99,1432.39,1319,True,True
vcal_e7_to05_tc05_s2_slm15_TP2_ad0_mh240,VIC,7,0.5,0.5,2,1.5,TP2,0,240,802545.4,12.17,22606.13,1294.48,1319,True,True
vcal_e7_to05_tc15_s2_slm15_TP2_ad0_mh240,VIC,7,0.5,1.5,2,1.5,TP2,0,240,802545.4,12.17,22606.13,1294.48,1319,True,True
vcal_e7_to05_tc05_s2_slm15_TP2_ad0_mh150,VIC,7,0.5,0.5,2,1.5,TP2,0,150,772541.67,12.17,22231.19,1200.55,1319,True,True
vcal_e7_to05_tc15_s2_slm15_TP2_ad0_mh150,VIC,7,0.5,1.5,2,1.5,TP2,0,150,772541.67,12.17,22231.19,1200.55,1319,True,True
vcal_e7_to05_tc05_s2_slm15_TP2_ad1_mh90,VIC,7,0.5,0.5,2,1.5,TP2,1,90,782746.26,12.13,22191.94,1303.29,1319,True,True
vcal_e7_to05_tc15_s2_slm15_TP2_ad1_mh90,VIC,7,0.5,1.5,2,1.5,TP2,1,90,782746.26,12.13,22191.94,1303.29,1319,True,True
vcal_e7_to05_tc05_s2_slm15_TP2_ad1_mh240,VIC,7,0.5,0.5,2,1.5,TP2,1,240,758504.47,12.21,22162.05,1168.61,1319,True,True
vcal_e7_to05_tc15_s2_slm15_TP2_ad1_mh240,VIC,7,0.5,1.5,2,1.5,TP2,1,240,758504.47,12.21,22162.05,1168.61,1319,True,True
vcal_e7_to05_tc05_s2_slm15_TP2_ad2_mh240,VIC,7,0.5,0.5,2,1.5,TP2,2,240,723619.59,12.17,21949.35,1173.47,1319,True,True
vcal_e7_to05_tc15_s2_slm15_TP2_ad2_mh240,VIC,7,0.5,1.5,2,1.5,TP2,2,240,723619.59,12.17,21949.35,1173.47,1319,True,True
vcal_e7_to05_tc05_s2_slm15_TP2_ad2_mh90,VIC,7,0.5,0.5,2,1.5,TP2,2,90,731866.53,12.08,21861.16,1306.51,1319,True,True
vcal_e7_to05_tc15_s2_slm15_TP2_ad2_mh90,VIC,7,0.5,1.5,2,1.5,TP2,2,90,731866.53,12.08,21861.16,1306.51,1319,True,True
vcal_e7_to05_tc05_s2_slm15_TP2_ad0_mh300,VIC,7,0.5,0.5,2,1.5,TP2,0,300,713543.09,12.24,21732.8,1156.41,1319,True,True
vcal_e7_to05_tc15_s2_slm15_TP2_ad0_mh300,VIC,7,0.5,1.5,2,1.5,TP2,0,300,713543.09,12.24,21732.8,1156.41,1319,True,True
vcal_e7_to05_tc05_s2_slm17_TP2_ad0_mh60,VIC,7,0.5,0.5,2,1.7,TP2,0,60,454976.76,11.88,21542.06,1447.45,1319,True,True
vcal_e7_to05_tc15_s2_slm17_TP2_ad0_mh60,VIC,7,0.5,1.5,2,1.7,TP2,0,60,454976.76,11.88,21542.06,1447.45,1319,True,True
vcal_e7_to05_tc05_s2_slm15_TP2_ad1_mh150,VIC,7,0.5,0.5,2,1.5,TP2,1,150,707246.36,12.24,21531.77,1123.3,1319,True,True
vcal_e7_to05_tc15_s2_slm15_TP2_ad1_mh150,VIC,7,0.5,1.5,2,1.5,TP2,1,150,707246.36,12.24,21531.77,1123.3,1319,True,True
vcal_e7_to05_tc05_s2_slm15_TP2_ad2_mh150,VIC,7,0.5,0.5,2,1.5,TP2,2,150,693397.77,12.2,21427.63,1132.35,1319,True,True
vcal_e7_to05_tc15_s2_slm15_TP2_ad2_mh150,VIC,7,0.5,1.5,2,1.5,TP2,2,150,693397.77,12.2,21427.63,1132.35,1319,True,True
vcal_e7_to05_tc05_s2_slm17_TP2_ad1_mh60,VIC,7,0.5,0.5,2,1.7,TP2,1,60,444182.74,11.85,21235.08,1324.01,1319,True,True
vcal_e7_to05_tc15_s2_slm17_TP2_ad1_mh60,VIC,7,0.5,1.5,2,1.7,TP2,1,60,444182.74,11.85,21235.08,1324.01,1319,True,True
vcal_e7_to05_tc05_s2_slm15_TP2_ad1_mh300,VIC,7,0.5,0.5,2,1.5,TP2,1,300,675672.36,12.19,21219.23,1030.54,1319,True,True
vcal_e7_to05_tc15_s2_slm15_TP2_ad1_mh300,VIC,7,0.5,1.5,2,1.5,TP2,1,300,675672.36,12.19,21219.23,1030.54,1319,True,True
vcal_e7_to05_tc05_s2_slm17_TP2_ad2_mh60,VIC,7,0.5,0.5,2,1.7,TP2,2,60,436129.68,11.87,21046.89,1307.97,1319,True,True
vcal_e7_to05_tc15_s2_slm17_TP2_ad2_mh60,VIC,7,0.5,1.5,2,1.7,TP2,2,60,436129.68,11.87,21046.89,1307.97,1319,True,True
vcal_e7_to05_tc05_s2_slm15_TP2_ad2_mh300,VIC,7,0.5,0.5,2,1.5,TP2,2,300,642114.99,13.39,20951.34,1030.04,1319,True,True
vcal_e7_to05_tc15_s2_slm15_TP2_ad2_mh300,VIC,7,0.5,1.5,2,1.5,TP2,2,300,642114.99,13.39,20951.34,1030.04,1319,True,True
vcal_e7_to05_tc05_s2_slm15_TP2_ad0_mh60,VIC,7,0.5,0.5,2,1.5,TP2,0,60,597793.87,11.85,20861.25,1436.55,1319,True,True
vcal_e7_to05_tc15_s2_slm15_TP2_ad0_mh60,VIC,7,0.5,1.5,2,1.5,TP2,0,60,597793.87,11.85,20861.25,1436.55,1319,True,True
vcal_e7_to05_tc05_s2_slm15_TP2_ad1_mh60,VIC,7,0.5,0.5,2,1.5,TP2,1,60,564636.88,11.87,20391.83,1318.73,1319,True,True
vcal_e7_to05_tc15_s2_slm15_TP2_ad1_mh60,VIC,7,0.5,1.5,2,1.5,TP2,1,60,564636.88,11.87,20391.83,1318.73,1319,True,True
vcal_e7_to05_tc05_s2_slm15_TP2_ad2_mh60,VIC,7,0.5,0.5,2,1.5,TP2,2,60,548402.91,11.89,20234.81,1302.69,1319,True,True
vcal_e7_to05_tc15_s2_slm15_TP2_ad2_mh60,VIC,7,0.5,1.5,2,1.5,TP2,2,60,548402.91,11.89,20234.81,1302.69,1319,True,True
vcal_e7_to0_tc0_s0_slm17_TP2_ad2_mh180,VIC,7,0.0,0.0,0,1.7,TP2,2,180,82155.77,16.38,8788.71,1192.05,1319,True,True
